"기업명","경력","직무","질문"
"삼성전자㈜","신입","일반면접 - 소프트웨어개발자","왜 mx 사업부인가요?"
"삼성전자㈜","신입","일반면접 - 소프트웨어개발자","학부연구생을 했으면 대학원 진학 생각이 있는 것인가요?"
"삼성전자㈜","신입","일반면접 - 품질관리자","주변에 삼성전자에 입사한 사람들이 많나요? 왜 삼성전자에 지원했나요?"
"삼성전자㈜","신입","일반면접 - 품질관리자","몇 번째 지원인가요? 이전에도 같은 부서에 지원했나요?"
"삼성전자㈜","신입","일반면접 - 품질관리자","부유입자 측정장비의 원리에 대해 말해보세요."
"삼성전자㈜","신입","일반면접 - 생산직종사자","반도체 8대 공정 중 일하고 싶은 분야는 어디인가요?"
"삼성전자㈜","신입","일반면접 - 생산직종사자","반도체에 관심을 가지게된 계기는 무엇인가요?"
"삼성전자㈜","신입","일반면접 - 생산직종사자","10년 후 나의 모습에 대해 말해보세요."
"삼성전자㈜","신입","일반면접 - 품질관리자","반도체 관련 전공과목을 별로 듣지 않았는데 왜 반도체 회사에 지원했나요?"
"삼성전자㈜","신입","일반면접 - 품질관리자","왜 해당 직무(품질관리)에 지원했나요?"
"삼성전자㈜","신입","일반면접 - 품질관리자","공백기간동안 무엇을 했나요?"
"삼성전자㈜","신입","일반면접 - 생산직종사자","해당직무 지원 동기를 말해보세요."
"삼성전자㈜","신입","일반면접 - 생산직종사자","우리회사에 재직 중인 지인이 있나요?"
"삼성전자㈜","신입","일반면접 - 생산직종사자","현재 재직 중인데 이직을 생각하는 이유는?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","회사 지원동기를 말해보세요."
"삼성전자㈜","신입","역량면접 - 품질관리자","증착공정에 대해 알고있는 만큼 설명해 보세요."
"삼성전자㈜","신입","역량면접 - 품질관리자","회사 들어오면 야근도 있고 여러 힘든 일이 있을 것이다. 어떻게 받아들일 것인가요?"
"삼성전자㈜","신입","역량면접 - 품질관리자","반도체 경험은 하나도 없는거 같은데 반도체 산업을 선택한 이유와 회사에 지원하기 위해 준비 해온것을 어필해 보세요."
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","1분 자기소개와 마지막 할말을 해보세요."
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","회사 지원동기를 말해보세요."
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","반도체쪽 연구소에서 어떤부분에 기여할수 있나요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","박사과정은 왜 안했나요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","마지막으로 못다한 어필하고싶은 말이 있나요?"
"삼성전자㈜","신입","일반면접 - 품질관리자","신입으로 지원한거면, 다른 직무를 써도 되는데 굳이 생산관리 직무를 지원한 이유는 무엇인가요?"
"삼성전자㈜","신입","일반면접 - 품질관리자","상사가 보는 지원자의 장점 및 단점은 무엇인가요?"
"삼성전자㈜","신입","일반면접 - 품질관리자","지원자의 이중 전공은 뭐였는지?"
"삼성전자㈜","신입","일반면접 - 품질관리자","스마트팩토리에서 가장 중요하다고 생각하는 것은 무엇인가요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","자기소개를 해보세요."
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","친구들이 이야기하는 본인의 장단점이 무엇인가요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","다른 업무 포지션으로 제안을 받았을 때 어떻게 할건가요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","자기소개서에 있는 실험 내용에 대해 설명해주세요."
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","군대를 수색대 나왔는데, 어렵지 않았나요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","학점과 여러가지 경험을 함께 쌓은 노하우를 말해주세요."
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","왜 해당 산업을 선택하셨습니까?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","왜 지원 직무에 지원하였습니까?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","어떤 가치관/인생의 목표를 지향하면서 살고 있습니까?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","이 프로젝트를 어떻게 실무에 적용할 것입니까?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","인생에서 가장 후회되는 순간은?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","반도체 공정에 대해 말해보세요."
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","반도체에 대해 아는 것을 말해보세요."
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","자신의 인생에서 가장 중요한 것 5가지를 말씀해주세요."
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","존경하는 인물은 누구인가요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","해당 직무에 필요한 역량을 설명해보세요."
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","해당 사업부에 지원한 동기는?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","반도체 설비 문제 해결능력에 대해 자세히 설명해주세요."
"삼성전자㈜","신입","일반면접 - 제품영업","본인의 장점과 단점을 말해주세요."
"삼성전자㈜","신입","일반면접 - 제품영업","지원동기를 말해주세요"
"삼성전자㈜","신입","일반면접 - 제품영업","회사 지원동기 말고 직무지원동기를 말해주세요."
"삼성전자㈜","신입","일반면접 - 생산직종사자","자기소개를 해보세요."
"삼성전자㈜","신입","일반면접 - 생산직종사자","취미/특기를 말해보세요."
"삼성전자㈜","신입","일반면접 - 생산직종사자","본인의 해외경험과 경력관련 내용에 대해 말해보세요."
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","본인이 가장 흥미롭게 들었던 수업은 무엇이었고 그 이유는 무엇인가요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","좋아하는 일과 잘하는 일 중에 어느 것을 직업으로 하는게 좋다고 생각하나요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","본인에게 있어 가장 힘들었던 경험은 무엇인가요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","CVD 공정에서 Void가 생기는 것을 방지하기 위한 방법으로는 어떤 것이 있을까요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","본인의 창의적인 경험은 무엇이 있었나요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","본인이 큰 목표를 달성해서 삼성전자 인턴을 소홀히 했다고 생각하는데 우리 회사에 입사하면 그것도 큰 목표를 달성한 것이겠네요?"
"삼성전자㈜","인턴","일반면접 - 반도체엔지니어","인턴 때는 평가 및 분석 직무를 했는데 왜 지원은 개발로 했나요?"
"삼성전자㈜","인턴","일반면접 - 반도체엔지니어","창의, 능동적이라고 하셨는데 사례가 있나요?"
"삼성전자㈜","인턴","일반면접 - 반도체엔지니어","확신한 근거는? 그리고 실패했을 때 책임은 어떻게 지려고 했나요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","이직 사유는 무엇인가요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","가장 힘들었던 경험을 말해보세요."
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","지원한 직무가 무엇인지 알고 있나요?"
"삼성전자㈜","신입","일반면접 - 품질관리자","군대를 상당히 늦게 간 편인데 이유가 있나요?"
"삼성전자㈜","신입","일반면접 - 품질관리자","자격증이 많은 편인데, 본인 만의 노하우가 있나요?"
"삼성전자㈜","신입","일반면접 - 품질관리자","다른 지원자보다 뛰어난 점은 무엇인가요?"
"삼성전자㈜","신입","일반면접 - 설계엔지니어","반도체 분야에 지원한 이유는 무엇인가요?"
"삼성전자㈜","신입","일반면접 - 설계엔지니어","회사 지원동기를 말해보세요."
"삼성전자㈜","신입","일반면접 - 설계엔지니어","자격증란이 비어있는 이유는 무엇인가요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","(개인)오늘 정장을 입은 지원자가 많았는데, 비즈니스 캐주얼을 입은 이유는?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","(개인)영어 점수가 낮은데 학교에서 진행한 영어 성적이 높은 이유는?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","본인이 창의성이 있는 지원자라 생각하는가?"
"삼성전자㈜","신입","일반면접 - 온라인마케터","교환학생을 다녀오지 않았는데, 해외 업무에 지장이 없겠나? (임원면접)"
"삼성전자㈜","신입","일반면접 - 온라인마케터","주 52시간 근무제에 대해 어떻게 생각하나?"
"삼성전자㈜","신입","일반면접 - 온라인마케터","이 면접 떨어지면 어떨 것 같은가?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","삼성전자 외에 지원한 기업이 있나요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","삼성전자와 SK하이닉스 둘다 붙으면 어디를 선택할 것인가요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","휴학 기간 동안은 뭘 했나요?"
"삼성전자㈜","신입","일반면접 - 품질관리자","창의성 면접) 본인의 창의적인 경험이 있다면?"
"삼성전자㈜","신입","일반면접 - 품질관리자","직무 면접) 본인이 하고싶은 업무가 있다면?"
"삼성전자㈜","신입","일반면접 - 품질관리자","임원 면접) 자신의 학과에 대해 자랑을 해보세요."
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","반도체 공부는 어디서 했나요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","본인은 리더형인지 필로워형인지 설명해라."
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","그럼 팔로워 십은 없는 것인가?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","지원한 분야가 본인하고 잘 안맞으면 어떻게 할 것인가?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","전공과 다른 분야인데 지원한 이유는 무엇인가?"
"삼성전자㈜","신입","일반면접 - 생산직종사자","설비직무를 선택하셨는데 본인이 설비직무를 수행함에 있어서 어떠한 장점들이 있는지?"
"삼성전자㈜","신입","일반면접 - 생산직종사자","영어점수가 낮은데 왜 그런가요?"
"삼성전자㈜","신입","일반면접 - 생산직종사자","창의적으로 한 경험을 말해주세요"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","회사에서 중요하다고 생각하는 가치가 무엇인가요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","새벽 2시에 기계가 고장났는데 선배가 없어요 어떡할건가요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","새벽이라 전화를 안받으면 어떡하죠?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","그것도 안된다면 어떡할건가요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","본인과 선배가 둘이서 현장에서 일을 한다면 본인은 무엇을 할 것이죠?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","본인 직무에 맞지 않는 일을 한다면 어떡할 건가요?"
"삼성전자㈜","인턴","일반면접 - 반도체엔지니어","자신의 단점 3가지? (인성)"
"삼성전자㈜","인턴","일반면접 - 반도체엔지니어","대외활동이 많은데, 학업과 어떻게 병행했나? (인성)"
"삼성전자㈜","인턴","일반면접 - 반도체엔지니어","지원 동기 (인성, 창의성 모두)"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","패러데이의 전자유도법칙과 렌츠의 법칙에 대해 설명해 주세요."
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","1분PR(자기소개)"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","천장크레인 자격증이 있는데 무슨 일을 하고 직접 운전할 수 있나요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","항만물류고는 기본적으로 천크를 따나요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","현장에서 여자들이 작업복을 입고 작업화를 신고 그러는데 어떠세요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","주말 근무와 야근이 많을 텐데 괜찮으시겠어요?"
"삼성전자㈜","신입","일반면접 - 전기·전자엔지니어","한전이 전기 최고의 기업인데 왜 삼성전자에 지원하셨습니까?"
"삼성전자㈜","신입","일반면접 - 전기·전자엔지니어","힘들 때 누구에게 조언을 받나요?"
"삼성전자㈜","신입","일반면접 - 전기·전자엔지니어","패러데이 법칙과 렌츠에 법칙에 대하여 설명하고 공통점과 차이점에 대하여 설명하세요."
"삼성전자㈜","신입","일반면접 - 전기·전자엔지니어","변압기의 원리에 대하여 설명해주세요.(전공 추가 질문)"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","친구를 사귈때 가장 중요하게 생각하는 부분이 무엇인가요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","친구와 갈등경험, 어떻게 풀어나갔나요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","내가 남들보다 뛰어나다고 생각하는점은?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","삼성전자 지원많이 하신것 같은데 이번이 몇번째 지원이고 다 같은 직무 지원했나요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","공백기가 조금있는데 그때동안 뭐했냐? 다른데 붙은덴 없냐?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","현재 붙은 외국계 기업이 글로벌엔지니어가 될수있고 엔지니어로서 또한 글로벌적 측면으로 경쟁력을 쌓을 수 있을것 같은데 왜 우리회사가 0순위 인가요?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","본인의 장점은 무엇인가?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","1학년때 무엇을 하고 놀았는지?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","존경하는 사람?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","주변사람들이 말하는 자신의 단점"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","창의력을 발휘해본 경험"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","리더쉽이 있는 편인지"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","재이수가 많은데 왜 그러나?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","중국에서 살다 왔는데 중국어 잘하나?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","본인이 생각하는 창의성이란?"
"삼성전자㈜","신입","일반면접 - 생산직종사자","미국에서 인턴했는데왜 미국에서 취업안했는지?"
"삼성전자㈜","신입","일반면접 - 생산직종사자","영어구사력은 어느정도인지?"
"삼성전자㈜","신입","일반면접 - 생산직종사자","왜 반도체 회사에 지원했는지?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","중국 유학에 대해 물어보셨다."
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","향후 하고 싶은 직무분야는?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","본인이 생각하는 창의성이란?"
"삼성전자㈜","신입","일반면접 - 생산직종사자","전공피티) 열전달 문제를 선택한 이유는?"
"삼성전자㈜","신입","일반면접 - 생산직종사자","임원면접) 졸업유보하고 뭐했냐?"
"삼성전자㈜","신입","일반면접 - 생산직종사자","임원면접) 설비직이 무슨일을 하는곳인지 아나?"
"삼성전자㈜","신입","일반면접 - 생산직종사자","임원면접) 직무지원동기"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","꼼꼼함을 보일 수 있는 사례"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","취미생활은?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","최근에 가본 곳이나 문화생활 즐겼던 것에대해 말해봐라."
"삼성전자㈜","인턴","일반면접 - 전기·전자엔지니어","우리 회사를 알고 지원했는가?"
"삼성전자㈜","인턴","일반면접 - 전기·전자엔지니어","팀 활동을 하면서 힘든 일이 생긴다면 어떻게 하겠는가?"
"삼성전자㈜","인턴","일반면접 - 전기·전자엔지니어","직무에 왜 적합한가?"
"삼성전자㈜","신입","인성면접 - 제품영업","국내영업에 지원한 이유는 무엇인가?"
"삼성전자㈜","신입","인성면접 - 제품영업","왜 삼성전자에 오고 싶은가?"
"삼성전자㈜","신입","인성면접 - 제품영업","학과랑 삼성전자 영업마케팅이랑 무슨 상관인가?"
"삼성전자㈜","신입","인성면접 - 제품영업","학점이 좋은데, 공부만 했나?"
"삼성전자㈜","신입","인성면접 - DS부문>생산관리직","10년 후의 지원자는 어떨 것 같은가?"
"삼성전자㈜","신입","인성면접 - DS부문>생산관리직","끈기있게 시도했던 경험에 대해 말해보시오."
"삼성전자㈜","신입","인성면접 - DS부문>생산관리직","삼성의 보완점을 제시해보시오."
"삼성전자㈜","신입","인성면접 - DS부문>생산관리직","이 자리에 오기 위해서 그동안 무엇을 준비했는가?"
"삼성전자㈜","신입","인성면접 - DS부문>생산관리직","지원동기"
"삼성전자㈜","신입","인성면접 - DS부문>생산관리직","친구가 몇 명인가?"
"삼성전자㈜","신입","인성면접 - DS부문>생산관리직","회사의 수익과 사회공헌 중 무엇이 더 중요한가?"
"삼성전자㈜","신입","인성면접 - 반도체엔지니어","인상 깊게 들은 과목이 무엇인가?"
"삼성전자㈜","신입","인성면접 - 반도체엔지니어","자신이 해당 직무에 적합한 이유에 대해 말해보시오."
"삼성전자㈜","신입","인성면접 - 시스템엔지니어","가고 싶은 부서가 있나요?"
"삼성전자㈜","신입","인성면접 - 시스템엔지니어","왜 삼성전자를 지원했나요?"
"삼성전자㈜","신입","인성면접 - 시스템엔지니어","직장상사가 본인보다 어린 경우, 어떻게 대처할 것인가요?"
"삼성전자㈜","신입","인성면접 - 반도체엔지니어","보니까 OOO 교수님한테 졸업 프로젝트를 들었던데, 잘 계신가요?"
"삼성전자㈜","신입","인성면접 - 반도체엔지니어","인턴 때 우수사원에 뽑혔던데, 비결이 뭔가요?"
"삼성전자㈜","신입","인성면접 - 반도체엔지니어","인턴 실습을 진행한 부서 말고 다른 부서에서 일하고 싶은 생각도 있나요?"
"삼성전자㈜","신입","인성면접 - 반도체엔지니어","전환되면 여기에 올 건가요?"
"삼성전자㈜","신입","인성면접 - 반도체엔지니어","졸업 프로젝트 주제를 보니, 학사 치고 괸장히 advance한 프로젝트를 진행했는데, 석사 생각은 없나요?"
"삼성전자㈜","신입","인성면접 - 반도체엔지니어","본인의 단점은 무엇인가요?"
"삼성전자㈜","신입","인성면접 - 반도체엔지니어","취미생활에 대해 말해보세요."
"삼성전자㈜","신입","인성면접 - 반도체엔지니어","상사와 이견이 있을 때는 어떻게 할 것인가요?"
"삼성전자㈜","신입","인성면접 - 웹개발자","디자인 패턴에 대해 아는 대로 말해보라."
"삼성전자㈜","신입","인성면접 - 웹개발자","왜 삼성이어야 하는가?"
"삼성전자㈜","신입","인성면접 - 웹개발자","지금 부르면 30분 내로 달려온 친구가 몇 있는가?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","장점은?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","학점이 좋지 않은 이유?"
"삼성전자㈜","신입","일반면접 - 반도체엔지니어","설비엔지니어 선택 이유?"
"삼성전자㈜","신입","인성면접 - 제품영업","그렇다면 우리는 어떻게 해야 하나?"
"삼성전자㈜","신입","인성면접 - 제품영업","디지털 프라자에 가 봤나?"
"삼성전자㈜","신입","인성면접 - 제품영업","삼성전자 CE/IM 사업부가 어떻게 구성되는지 아는가?"
"삼성전자㈜","신입","인성면접 - 제품영업","학점이 높은데, 공부만 했나?"
"삼성전자㈜","신입","인성면접 - 디자인직","3D 프린터와 같은 Rapid Prototyping tool 사용 경험이 있나?"
"삼성전자㈜","신입","인성면접 - 디자인직","가장 인상 깊었던 프로젝트 경험에 대해 말해보시오."
"삼성전자㈜","신입","인성면접 - 디자인직","가장 힘들었던 경험에 대해 말해보시오."
"삼성전자㈜","신입","인성면접 - 디자인직","지원자는 엔지니어와 디자인의 융합을 어떻게 생각하는가?"
"삼성전자㈜","신입","인성면접 - 연구개발","1년 동안 휴학을 했는지 말해보시오."
"삼성전자㈜","신입","인성면접 - 연구개발","1분 동안 PR을 해보시오."
"삼성전자㈜","신입","인성면접 - 연구개발","공백 기간 동안 무엇을 했는가?"
"삼성전자㈜","신입","인성면접 - 연구개발","마지막 학기에 F는 왜 받았는가?"
"삼성전자㈜","신입","인성면접 - 연구개발","마지막으로 한마디 하고 싶은 말이 있는가?"
"삼성전자㈜","신입","인성면접 - 연구개발","무언가에 도전했던 경험에 대해 말해보시오."
"삼성전자㈜","신입","인성면접 - 연구개발","반도체 공정과 관련한 세부 경험이 있는가? 자세히 말해보시오."
"삼성전자㈜","신입","인성면접 - 연구개발","삼성이 사회공헌사업을 더 확장해야 하는가?"
"삼성전자㈜","신입","인성면접 - 연구개발","성격의 장단점에 대해 말해보시오."
"삼성전자㈜","신입","인성면접 - 연구개발","아르바이트 경험에 대해 말해보시오."
"삼성전자㈜","신입","인성면접 - 연구개발","이수한 전공이 부족해보이는데, 그 이유가 무엇이라 생각하는가?"
"삼성전자㈜","신입","인성면접 - 연구개발","입사 후 어떤 일을 하고 싶은가?"
"삼성전자㈜","신입","인성면접 - 연구개발","자기소개해보시오."
"삼성전자㈜","신입","인성면접 - 연구개발","존경하는 인물은 누구인가? 해당 인물이 한 명언을 말해보시오. 그리고 그 명언이 지원자의 인생에 어떤 영향을 미쳤는가?"
"삼성전자㈜","신입","인성면접 - 연구개발","졸업유예를 하지 않은 이유는 무엇인가?"
"삼성전자㈜","신입","인성면접 - 연구개발","지원 동기가 무엇인가?"
"삼성전자㈜","신입","인성면접 - 연구개발","지원자의 단점은 무엇인가?"
"삼성전자㈜","신입","인성면접 - 연구개발","지원한 부서에서 전공과 관련해서 어떠한 역할을 할 수 있을지에 관해 영어로 답변하라."
"삼성전자㈜","신입","인성면접 - 연구개발","집 앞 신호등이 빨간 불이지만, 차가 오지 않는다면 건너겠는가?"
"삼성전자㈜","신입","인성면접 - 연구개발","창의적으로 문제를 해결한 경험에 대해 말해보시오."
"삼성전자㈜","신입","인성면접 - 연구개발","프로젝트를 진행하면서 어려웠던 점이 있나? 어려운 점을 극복하기 위해 지원자가 한 역할은 무엇이었는가?"
"삼성전자㈜","신입","인성면접 - 영업마케팅직","이력서에 적힌 해외경험을 통해 지원자가 느낀 점과 지원자의 강점은 무엇인가?"
"삼성전자㈜","신입","인성면접 - 영업마케팅직","지원자의 장단점은 무엇인가?"
"삼성전자㈜","신입","인성면접 - 소프트웨어직","왜 여기에 지원했는가?"
"삼성전자㈜","신입","인성면접 - 소프트웨어직","10년 후 손목 터널증후군 환자가 줄어든다. 왜 그런가?"
"삼성전자㈜","신입","인성면접 - 소프트웨어직","본인이 원하는 부서가 아니라도 일할 수 있는가?"
"삼성전자㈜","신입","인성면접 - 소프트웨어직","와서 어떤 일을 하고 싶은가?"
"삼성전자㈜","신입","인성면접 - 소프트웨어직","전공과 결부하여 지원자가 회사에 어떤 기여를 할 수 있는지 말해보시오."
"삼성전자㈜","신입","인성면접 - 소프트웨어직","직무 관련하여 얼마나 알고 있는가?"
"삼성전자㈜","신입","인성면접 - 소프트웨어직","직장 상사가 부당한 일을 처리하라고 시킨다면 당신은 어떻게 대답할 것인가?"
"삼성전자㈜","신입","인성면접 - 소프트웨어직","취업 전 공백기에는 무엇을 했는가?"
"삼성전자㈜","인턴","인성면접 - 반도체엔지니어","그럼 그 안전사고의 예방법은 어떤 것들이 있을까요?"
"삼성전자㈜","인턴","인성면접 - 반도체엔지니어","여기 보니 존경하는 사람이 OO OOO 선생인데, 이 사람이 누구죠?"
"삼성전자㈜","인턴","인성면접 - 반도체엔지니어","자동차를 자전거로 대체하는 창의적인 방안을 설명해주셨는데, 자전거가 많아지면 문제점은 없을까요?"
"삼성전자㈜","인턴","인성면접 - 반도체엔지니어","특기란에 `다른 사람의 마음을 얻는 법` 이건 뭐죠?"
